project_id,project_name,programming_language,module_name,lines_of_code,code_smell_type,severity_level,refactoring_applied,refactoring_type,maintainability_score,bug_density,review_date
2357,E-Commerce App,Go,Module_118,4737,Magic Numbers,High,No,Extract Method,1.4,8.55,2026-06-14
2358,Inventory Management,C++,Module_169,3884,Spaghetti Code,Low,No,Remove Dead Code,7.55,2.24,2026-06-15
2359,Banking System,Go,Module_204,4952,Long Method,Medium,Yes,Extract Method,4.47,2.69,2026-06-16
2360,Healthcare Platform,Go,Module_251,1925,Large Class,Critical,No,Split Class,7.56,1.24,2026-06-17
2361,Social Media App,Java,Module_239,2862,Spaghetti Code,High,Yes,Split Class,6.66,12.81,2026-06-18
2362,Banking System,C#,Module_94,3749,Duplicate Code,High,No,Rename Variable,4.16,7.36,2026-06-19
2363,Inventory Management,Java,Module_82,2320,Long Method,Low,Yes,Replace Magic Number,5.48,14.34,2026-06-20
2364,E-Commerce App,C++,Module_240,4259,Duplicate Code,High,Yes,Remove Dead Code,8.33,3.87,2026-06-21
2365,Healthcare Platform,Go,Module_140,3672,God Class,Critical,No,Split Class,8.81,2.09,2026-06-22
2366,Inventory Management,Go,Module_62,1053,Long Method,Medium,No,Split Class,8.99,14.28,2026-06-23
2367,Banking System,Java,Module_153,3885,Large Class,Medium,No,Remove Dead Code,6.17,7.61,2026-06-24
2368,Social Media App,Python,Module_263,4346,Long Method,Low,Yes,Replace Magic Number,9.99,11.96,2026-06-25
2369,Banking System,Go,Module_183,4696,Magic Numbers,Medium,Yes,Remove Dead Code,4.32,13.77,2026-06-26
2370,Banking System,Python,Module_93,260,Long Method,High,No,Extract Method,5.07,4.91,2026-06-27
2371,E-Commerce App,C++,Module_186,720,Duplicate Code,Medium,Yes,Rename Variable,2.07,3.0,2026-06-28
2372,Social Media App,Python,Module_274,4302,Duplicate Code,Medium,No,Inline Method,3.48,3.64,2026-06-29
2373,Inventory Management,JavaScript,Module_130,1182,Magic Numbers,Medium,No,Remove Dead Code,7.2,8.08,2026-06-30
2374,Social Media App,Java,Module_298,1887,Spaghetti Code,High,No,Inline Method,4.57,14.98,2026-07-01
2375,Learning Management System,Java,Module_87,283,Duplicate Code,Medium,No,Replace Magic Number,4.55,5.47,2026-07-02
2376,Healthcare Platform,C++,Module_288,4330,Long Method,High,No,Extract Method,6.71,8.74,2026-07-03
2377,Social Media App,JavaScript,Module_113,4228,Dead Code,High,No,Remove Dead Code,6.12,2.73,2026-07-04
2378,Ride Sharing App,JavaScript,Module_135,105,Dead Code,Critical,Yes,Replace Magic Number,5.83,14.3,2026-07-05
2379,Inventory Management,C#,Module_159,4572,Magic Numbers,Low,No,Move Method,7.85,3.04,2026-07-06
2380,Learning Management System,Java,Module_196,4067,God Class,Medium,No,Replace Magic Number,1.92,4.02,2026-07-07
2381,E-Commerce App,Go,Module_49,3180,Feature Envy,Medium,Yes,Extract Method,8.7,11.85,2026-07-08
2382,Learning Management System,C++,Module_149,4489,Dead Code,Low,Yes,Move Method,6.01,14.49,2026-07-09
2383,Learning Management System,Java,Module_4,3509,Long Method,Critical,No,Split Class,6.96,5.14,2026-07-10
2384,E-Commerce App,Go,Module_29,2465,Spaghetti Code,Medium,Yes,Inline Method,8.95,0.78,2026-07-11
2385,Learning Management System,C#,Module_27,1315,Long Method,Low,Yes,Rename Variable,2.51,1.91,2026-07-12
2386,Healthcare Platform,JavaScript,Module_185,4353,Large Class,High,Yes,Move Method,7.84,3.31,2026-07-13
2387,Ride Sharing App,Python,Module_130,4364,Large Class,Low,No,Extract Method,1.75,7.51,2026-07-14
2388,E-Commerce App,Python,Module_248,4690,Spaghetti Code,Critical,Yes,Replace Magic Number,7.03,10.9,2026-07-15
2389,Healthcare Platform,Python,Module_3,3868,Magic Numbers,Low,No,Inline Method,5.48,4.32,2026-07-16
2390,Social Media App,C++,Module_163,4493,Duplicate Code,High,Yes,Split Class,1.18,13.32,2026-07-17
2391,Banking System,JavaScript,Module_109,2781,Magic Numbers,Critical,Yes,Remove Dead Code,6.79,10.26,2026-07-18
2392,Inventory Management,JavaScript,Module_156,1971,Duplicate Code,Low,No,Replace Magic Number,4.21,12.05,2026-07-19
2393,Banking System,C++,Module_129,2381,Dead Code,High,Yes,Split Class,9.67,6.99,2026-07-20
2394,Learning Management System,C#,Module_41,1441,Spaghetti Code,Low,Yes,Move Method,8.01,3.8,2026-07-21
2395,Ride Sharing App,C++,Module_207,3160,Large Class,Low,No,Remove Dead Code,7.35,12.05,2026-07-22
2396,Ride Sharing App,Java,Module_154,1074,Large Class,Critical,Yes,Replace Magic Number,3.0,3.01,2026-07-23
2397,Ride Sharing App,Java,Module_92,2785,Spaghetti Code,Low,Yes,Rename Variable,1.38,7.66,2026-07-24
2398,Healthcare Platform,Go,Module_130,1716,Long Method,High,Yes,Rename Variable,6.87,12.21,2026-07-25
2399,Healthcare Platform,Go,Module_66,1944,Duplicate Code,High,No,Remove Dead Code,8.56,1.53,2026-07-26
2400,Healthcare Platform,Java,Module_23,1806,Long Method,Medium,No,Replace Magic Number,7.46,11.87,2026-07-27
2401,Healthcare Platform,Go,Module_129,3802,Feature Envy,Medium,No,Inline Method,3.19,4.2,2026-07-28
2402,Banking System,Python,Module_288,1833,Dead Code,Low,No,Inline Method,6.97,10.95,2026-07-29
2403,E-Commerce App,Java,Module_97,3050,Dead Code,Medium,No,Inline Method,3.63,8.46,2026-07-30
2404,Ride Sharing App,C#,Module_290,4612,Duplicate Code,Critical,Yes,Remove Dead Code,1.87,11.69,2026-07-31
2405,Healthcare Platform,Java,Module_30,506,Long Method,High,Yes,Replace Magic Number,3.03,4.74,2026-08-01
2406,Healthcare Platform,C#,Module_263,1909,Duplicate Code,Low,No,Split Class,8.18,3.78,2026-08-02
2407,Learning Management System,C#,Module_203,3776,Spaghetti Code,Critical,No,Remove Dead Code,3.46,9.94,2026-08-03
2408,Social Media App,JavaScript,Module_71,4260,Long Method,Critical,Yes,Rename Variable,1.58,3.21,2026-08-04
2409,Social Media App,Python,Module_244,319,Duplicate Code,High,No,Remove Dead Code,2.08,0.6,2026-08-05
2410,Healthcare Platform,C#,Module_271,2059,Long Method,Low,Yes,Move Method,4.52,0.03,2026-08-06
2411,E-Commerce App,Go,Module_231,3663,Large Class,Medium,Yes,Inline Method,5.58,7.23,2026-08-07
2412,Learning Management System,C#,Module_199,2065,God Class,Medium,Yes,Remove Dead Code,2.23,14.09,2026-08-08
2413,Healthcare Platform,C#,Module_143,3834,God Class,Low,No,Inline Method,7.23,11.61,2026-08-09
2414,E-Commerce App,Python,Module_292,3667,Large Class,Critical,Yes,Inline Method,6.68,6.65,2026-08-10
2415,Healthcare Platform,C#,Module_119,396,Dead Code,High,No,Extract Method,7.75,7.92,2026-08-11
2416,Ride Sharing App,Python,Module_70,2854,God Class,Critical,Yes,Inline Method,2.3,13.84,2026-08-12
2417,E-Commerce App,Java,Module_47,421,Feature Envy,Low,No,Split Class,8.34,11.81,2026-08-13
2418,Healthcare Platform,JavaScript,Module_190,3373,Duplicate Code,Medium,No,Remove Dead Code,1.42,12.74,2026-08-14
2419,Social Media App,Go,Module_282,4345,Spaghetti Code,Critical,No,Extract Method,7.84,7.84,2026-08-15
2420,E-Commerce App,JavaScript,Module_28,1393,God Class,High,Yes,Replace Magic Number,4.19,14.58,2026-08-16
2421,Healthcare Platform,C++,Module_1,1479,God Class,High,Yes,Split Class,7.15,9.75,2026-08-17
2422,Learning Management System,JavaScript,Module_82,1510,Dead Code,High,Yes,Split Class,7.72,13.43,2026-08-18
2423,Learning Management System,Java,Module_298,1382,Long Method,Medium,Yes,Inline Method,8.99,9.9,2026-08-19
2424,Social Media App,JavaScript,Module_88,1154,Large Class,Medium,Yes,Move Method,9.49,14.09,2026-08-20
2425,Inventory Management,Python,Module_145,581,Feature Envy,Medium,Yes,Remove Dead Code,4.87,9.89,2026-08-21
2426,Learning Management System,Java,Module_45,3651,Large Class,High,No,Extract Method,2.18,2.73,2026-08-22
2427,Ride Sharing App,C#,Module_116,2724,God Class,Medium,Yes,Replace Magic Number,1.19,2.66,2026-08-23
2428,Banking System,C++,Module_216,3334,Feature Envy,Low,Yes,Move Method,8.84,12.12,2026-08-24
2429,Inventory Management,Java,Module_125,1045,Long Method,High,No,Remove Dead Code,7.31,3.38,2026-08-25
2430,Learning Management System,Java,Module_31,2616,Magic Numbers,High,No,Inline Method,3.74,4.66,2026-08-26
2431,Social Media App,Go,Module_65,2100,Large Class,Critical,Yes,Rename Variable,3.67,11.88,2026-08-27
2432,Banking System,Go,Module_140,3634,Spaghetti Code,Low,Yes,Rename Variable,7.15,7.91,2026-08-28
2433,Banking System,JavaScript,Module_194,3520,Dead Code,Medium,Yes,Remove Dead Code,3.1,2.25,2026-08-29
2434,Learning Management System,JavaScript,Module_191,2026,Spaghetti Code,Medium,Yes,Inline Method,1.4,0.11,2026-08-30
2435,E-Commerce App,Java,Module_257,1898,Duplicate Code,Critical,Yes,Rename Variable,6.91,14.81,2026-08-31
2436,Learning Management System,Go,Module_217,1599,Dead Code,Low,Yes,Rename Variable,3.56,8.36,2026-09-01
2437,Banking System,JavaScript,Module_10,4313,Large Class,Low,No,Move Method,2.28,11.03,2026-09-02
2438,Social Media App,Java,Module_58,886,Long Method,Low,Yes,Replace Magic Number,9.97,13.93,2026-09-03
2439,Social Media App,C++,Module_128,1720,Large Class,High,Yes,Extract Method,8.79,4.05,2026-09-04
2440,Learning Management System,Python,Module_275,3288,Duplicate Code,Medium,No,Extract Method,1.61,1.98,2026-09-05
2441,Banking System,Java,Module_123,159,Duplicate Code,Medium,No,Extract Method,3.4,5.78,2026-09-06
2442,Banking System,Java,Module_103,4541,God Class,High,No,Inline Method,4.42,14.28,2026-09-07
2443,Inventory Management,C#,Module_211,2155,God Class,Medium,Yes,Extract Method,5.71,1.43,2026-09-08
2444,Banking System,Java,Module_276,4370,Long Method,Critical,Yes,Split Class,8.03,0.08,2026-09-09
2445,Healthcare Platform,Java,Module_72,2939,Duplicate Code,Critical,No,Inline Method,4.25,8.29,2026-09-10
2446,Banking System,JavaScript,Module_53,3908,Long Method,Medium,No,Move Method,7.34,7.41,2026-09-11
2447,E-Commerce App,Python,Module_90,4726,Feature Envy,Low,No,Split Class,3.34,8.97,2026-09-12
2448,Learning Management System,C#,Module_196,1564,Long Method,Medium,No,Extract Method,9.14,0.6,2026-09-13
2449,Banking System,Python,Module_258,2726,Duplicate Code,Low,No,Extract Method,9.13,14.24,2026-09-14
2450,Banking System,Go,Module_193,239,Dead Code,Medium,Yes,Inline Method,8.25,1.15,2026-09-15
2451,Learning Management System,C#,Module_277,2421,Spaghetti Code,Critical,Yes,Inline Method,4.89,7.97,2026-09-16
2452,E-Commerce App,Python,Module_289,3632,Feature Envy,High,Yes,Rename Variable,7.42,1.77,2026-09-17
2453,Learning Management System,Python,Module_156,346,Large Class,Critical,Yes,Remove Dead Code,9.9,0.89,2026-09-18
2454,Inventory Management,C++,Module_251,2529,Magic Numbers,Critical,No,Remove Dead Code,1.7,12.49,2026-09-19
2455,Social Media App,C++,Module_31,3955,Duplicate Code,Medium,No,Extract Method,2.79,3.89,2026-09-20
2456,Learning Management System,Python,Module_23,2621,Duplicate Code,Low,Yes,Move Method,7.34,8.89,2026-09-21
2457,Inventory Management,Go,Module_137,2192,Duplicate Code,High,No,Split Class,5.95,12.39,2026-09-22
2458,E-Commerce App,Python,Module_271,1146,Long Method,High,No,Remove Dead Code,6.92,12.22,2026-09-23
2459,Banking System,Java,Module_62,2028,Large Class,Medium,No,Split Class,4.11,0.44,2026-09-24
2460,Learning Management System,C++,Module_217,3966,Large Class,Medium,Yes,Split Class,6.0,0.01,2026-09-25
2461,Inventory Management,JavaScript,Module_164,3326,Magic Numbers,High,No,Replace Magic Number,4.73,8.81,2026-09-26
2462,Inventory Management,C#,Module_280,3654,Dead Code,High,Yes,Extract Method,1.97,14.87,2026-09-27
2463,Inventory Management,Java,Module_20,559,Spaghetti Code,Medium,No,Move Method,7.48,0.53,2026-09-28
2464,Ride Sharing App,C#,Module_170,299,Dead Code,Low,Yes,Rename Variable,7.43,12.75,2026-09-29
2465,E-Commerce App,C#,Module_175,292,Magic Numbers,Low,Yes,Extract Method,8.95,4.33,2026-09-30
2466,Ride Sharing App,Go,Module_181,360,Dead Code,Critical,Yes,Inline Method,5.67,13.27,2026-10-01
2467,Social Media App,JavaScript,Module_107,779,Feature Envy,High,Yes,Replace Magic Number,1.18,7.43,2026-10-02
2468,Banking System,Java,Module_14,2599,God Class,Critical,Yes,Move Method,6.14,1.71,2026-10-03
2469,Social Media App,C++,Module_134,3012,God Class,Medium,No,Extract Method,4.35,6.86,2026-10-04
2470,Learning Management System,JavaScript,Module_167,2461,Dead Code,Medium,Yes,Rename Variable,9.46,4.22,2026-10-05
2471,E-Commerce App,Python,Module_112,1423,Dead Code,Critical,No,Inline Method,2.22,6.76,2026-10-06
2472,Inventory Management,Python,Module_65,4129,Feature Envy,Medium,No,Move Method,9.91,7.6,2026-10-07
2473,Learning Management System,C#,Module_136,4195,Dead Code,Medium,Yes,Split Class,7.61,14.4,2026-10-08
2474,Social Media App,Python,Module_175,3272,Duplicate Code,High,Yes,Replace Magic Number,7.95,14.93,2026-10-09
2475,Inventory Management,Go,Module_120,588,Feature Envy,Low,Yes,Replace Magic Number,3.72,11.89,2026-10-10
2476,Social Media App,C++,Module_118,1229,Spaghetti Code,High,Yes,Move Method,2.19,10.47,2026-10-11
2477,Healthcare Platform,JavaScript,Module_6,2359,Feature Envy,Medium,No,Extract Method,6.83,7.51,2026-10-12
2478,Banking System,Java,Module_22,4387,Long Method,High,No,Move Method,5.58,13.73,2026-10-13
2479,E-Commerce App,Java,Module_264,1939,Large Class,Medium,Yes,Replace Magic Number,4.14,13.44,2026-10-14
2480,Social Media App,JavaScript,Module_64,2661,God Class,Critical,No,Remove Dead Code,5.46,10.82,2026-10-15
2481,Learning Management System,C++,Module_40,1263,Long Method,High,Yes,Move Method,2.26,0.25,2026-10-16
2482,Learning Management System,Python,Module_120,4075,Magic Numbers,Low,Yes,Move Method,2.91,12.94,2026-10-17
2483,Banking System,C#,Module_30,1426,God Class,Critical,No,Move Method,3.94,0.86,2026-10-18
2484,Banking System,Java,Module_194,2972,God Class,Low,No,Split Class,8.43,2.82,2026-10-19
2485,Inventory Management,Java,Module_241,2827,Feature Envy,Low,Yes,Rename Variable,8.64,9.4,2026-10-20
2486,E-Commerce App,Go,Module_103,1702,Large Class,Low,No,Split Class,5.38,6.25,2026-10-21
2487,Inventory Management,C#,Module_139,2779,Long Method,Critical,No,Inline Method,8.96,8.39,2026-10-22
2488,E-Commerce App,Python,Module_122,4226,Long Method,Critical,Yes,Inline Method,6.91,6.01,2026-10-23
2489,Healthcare Platform,Java,Module_265,1390,Duplicate Code,Critical,Yes,Rename Variable,5.31,9.69,2026-10-24
2490,Inventory Management,Python,Module_58,4890,Feature Envy,Low,Yes,Split Class,7.01,0.48,2026-10-25
2491,Ride Sharing App,Go,Module_260,2325,Magic Numbers,Medium,No,Replace Magic Number,6.09,0.05,2026-10-26
2492,Banking System,C#,Module_53,2914,Dead Code,Medium,Yes,Move Method,5.52,9.37,2026-10-27
2493,Ride Sharing App,JavaScript,Module_190,4544,Magic Numbers,Medium,No,Replace Magic Number,4.02,7.6,2026-10-28
2494,Banking System,JavaScript,Module_106,4653,Dead Code,Medium,Yes,Split Class,1.42,2.42,2026-10-29
2495,Healthcare Platform,C++,Module_123,4306,God Class,High,Yes,Remove Dead Code,8.19,1.73,2026-10-30
2496,Learning Management System,C#,Module_123,1969,Large Class,Critical,No,Extract Method,6.23,10.88,2026-10-31
2497,Banking System,C++,Module_67,1022,Magic Numbers,Critical,Yes,Split Class,6.42,7.67,2026-11-01
2498,E-Commerce App,C++,Module_175,2637,God Class,Low,No,Split Class,7.19,10.92,2026-11-02
2499,Social Media App,Java,Module_66,2745,Spaghetti Code,High,Yes,Replace Magic Number,4.13,4.47,2026-11-03
2500,Learning Management System,JavaScript,Module_85,2438,God Class,Medium,Yes,Remove Dead Code,4.12,9.38,2026-11-04
2501,E-Commerce App,C#,Module_156,358,Dead Code,Low,Yes,Inline Method,3.47,11.93,2026-11-05
2502,Healthcare Platform,Python,Module_26,4041,Magic Numbers,Low,Yes,Extract Method,6.44,8.68,2026-11-06
2503,Social Media App,C++,Module_164,4396,Feature Envy,High,No,Remove Dead Code,6.99,1.99,2026-11-07
2504,Social Media App,Java,Module_139,2336,Duplicate Code,Low,Yes,Extract Method,2.34,8.73,2026-11-08
2505,Ride Sharing App,Java,Module_16,4052,Feature Envy,Medium,Yes,Remove Dead Code,1.06,12.27,2026-11-09
2506,Banking System,Go,Module_44,1181,God Class,High,No,Split Class,5.16,7.06,2026-11-10
2507,Learning Management System,C#,Module_231,1572,Magic Numbers,Critical,Yes,Remove Dead Code,6.41,10.48,2026-11-11
2508,Ride Sharing App,Python,Module_42,2669,Feature Envy,Low,No,Rename Variable,2.61,0.7,2026-11-12
2509,Healthcare Platform,Python,Module_96,3641,Magic Numbers,High,Yes,Replace Magic Number,7.09,1.09,2026-11-13
2510,Social Media App,Python,Module_28,3032,Spaghetti Code,Critical,Yes,Split Class,3.02,10.56,2026-11-14
2511,Inventory Management,Go,Module_81,1446,Magic Numbers,Low,No,Extract Method,6.12,12.19,2026-11-15
2512,Social Media App,Python,Module_78,3908,Duplicate Code,High,No,Remove Dead Code,7.69,0.47,2026-11-16
2513,Learning Management System,Python,Module_197,3337,Large Class,Low,No,Replace Magic Number,2.29,1.68,2026-11-17
2514,Learning Management System,Python,Module_22,4354,Dead Code,High,Yes,Extract Method,3.02,9.5,2026-11-18
2515,Social Media App,C++,Module_122,3598,Duplicate Code,Medium,No,Remove Dead Code,6.5,2.1,2026-11-19
2516,Banking System,Go,Module_43,3910,God Class,Critical,Yes,Split Class,8.57,5.13,2026-11-20
2517,Ride Sharing App,Java,Module_207,1739,Spaghetti Code,Critical,Yes,Replace Magic Number,1.84,13.65,2026-11-21
2518,Banking System,Java,Module_74,1080,Feature Envy,Medium,Yes,Replace Magic Number,1.21,12.99,2026-11-22
2519,Learning Management System,Go,Module_158,248,Long Method,Critical,No,Replace Magic Number,5.96,8.98,2026-11-23
2520,Learning Management System,Go,Module_31,742,Duplicate Code,Critical,No,Inline Method,2.2,12.71,2026-11-24
2521,Healthcare Platform,Go,Module_292,4748,Dead Code,Medium,Yes,Extract Method,7.84,2.81,2026-11-25
2522,Social Media App,C#,Module_289,4750,Feature Envy,Critical,Yes,Extract Method,8.53,11.71,2026-11-26
2523,Learning Management System,C#,Module_106,616,Feature Envy,Critical,No,Extract Method,3.61,0.68,2026-11-27
2524,Social Media App,Python,Module_170,322,Magic Numbers,High,Yes,Inline Method,1.66,10.77,2026-11-28
2525,Social Media App,C++,Module_139,2252,Dead Code,Medium,Yes,Remove Dead Code,8.46,12.01,2026-11-29
2526,Learning Management System,C#,Module_54,3450,God Class,Low,Yes,Rename Variable,9.82,1.48,2026-11-30
2527,E-Commerce App,C++,Module_277,1028,Magic Numbers,Low,No,Move Method,9.25,13.43,2026-12-01
2528,Learning Management System,Python,Module_221,1570,Magic Numbers,Medium,Yes,Replace Magic Number,2.55,8.99,2026-12-02
2529,Ride Sharing App,JavaScript,Module_100,3632,Large Class,Critical,Yes,Inline Method,8.61,14.11,2026-12-03
2530,Inventory Management,Python,Module_109,3888,Feature Envy,Medium,Yes,Split Class,6.01,9.05,2026-12-04
2531,Inventory Management,C#,Module_294,727,Magic Numbers,Critical,No,Inline Method,9.49,13.56,2026-12-05
2532,Banking System,Go,Module_198,1332,Feature Envy,Medium,No,Remove Dead Code,1.79,4.65,2026-12-06
2533,E-Commerce App,Java,Module_52,3352,Large Class,Critical,Yes,Replace Magic Number,9.85,8.35,2026-12-07
2534,Healthcare Platform,C#,Module_203,3560,Dead Code,Low,No,Inline Method,6.4,5.2,2026-12-08
2535,Banking System,C++,Module_127,4969,Large Class,High,No,Rename Variable,9.64,12.63,2026-12-09
2536,Ride Sharing App,C#,Module_35,1480,Dead Code,Medium,Yes,Inline Method,4.06,2.79,2026-12-10
2537,Social Media App,C#,Module_166,3021,God Class,Critical,Yes,Move Method,1.06,2.18,2026-12-11
2538,Social Media App,C#,Module_270,975,Duplicate Code,High,Yes,Rename Variable,3.06,2.89,2026-12-12
2539,Healthcare Platform,JavaScript,Module_298,3165,Long Method,Medium,Yes,Move Method,3.65,6.76,2026-12-13
2540,Ride Sharing App,Python,Module_139,3759,Feature Envy,Medium,Yes,Extract Method,3.76,1.92,2026-12-14
2541,Learning Management System,C#,Module_129,3158,Dead Code,Critical,Yes,Inline Method,8.68,3.12,2026-12-15
2542,Inventory Management,Python,Module_234,4783,Dead Code,Low,No,Move Method,1.01,5.53,2026-12-16
2543,Banking System,Java,Module_56,4482,Magic Numbers,Medium,Yes,Rename Variable,1.1,1.78,2026-12-17
2544,Healthcare Platform,C#,Module_101,2591,Spaghetti Code,Medium,Yes,Rename Variable,6.4,14.3,2026-12-18
2545,Banking System,C++,Module_138,2693,Large Class,Medium,Yes,Move Method,1.01,6.61,2026-12-19
2546,Healthcare Platform,Python,Module_286,3357,Spaghetti Code,Critical,Yes,Move Method,3.51,6.99,2026-12-20
2547,Learning Management System,C++,Module_71,122,Magic Numbers,Critical,Yes,Remove Dead Code,1.94,11.16,2026-12-21
2548,Inventory Management,JavaScript,Module_20,4585,Long Method,Critical,No,Extract Method,6.1,10.81,2026-12-22
2549,Banking System,C#,Module_21,1481,Dead Code,Low,No,Replace Magic Number,9.87,0.07,2026-12-23
2550,Healthcare Platform,JavaScript,Module_42,906,Magic Numbers,Low,Yes,Remove Dead Code,5.09,10.61,2026-12-24
2551,Ride Sharing App,C#,Module_24,4878,Magic Numbers,High,Yes,Inline Method,4.94,2.49,2026-12-25
2552,Banking System,Java,Module_30,1483,God Class,High,Yes,Move Method,3.98,11.83,2026-12-26
2553,Ride Sharing App,C++,Module_253,1988,Dead Code,Critical,No,Split Class,7.07,7.95,2026-12-27
2554,Banking System,Java,Module_93,4493,Spaghetti Code,Critical,No,Rename Variable,8.12,6.37,2026-12-28
2555,Inventory Management,C#,Module_24,1983,Duplicate Code,Medium,Yes,Remove Dead Code,7.85,2.36,2026-12-29
2556,Learning Management System,C#,Module_153,1458,Magic Numbers,Medium,Yes,Replace Magic Number,8.85,8.54,2026-12-30
2557,Healthcare Platform,JavaScript,Module_218,4466,Duplicate Code,Critical,Yes,Replace Magic Number,7.56,1.51,2026-12-31
2558,Social Media App,C++,Module_8,3379,Long Method,Critical,Yes,Rename Variable,2.51,2.79,2027-01-01
2559,Ride Sharing App,C++,Module_64,979,Magic Numbers,High,Yes,Rename Variable,4.33,4.2,2027-01-02
2560,Healthcare Platform,C#,Module_257,2116,Long Method,Low,Yes,Inline Method,3.44,13.36,2027-01-03
2561,Learning Management System,Python,Module_133,3228,Spaghetti Code,Critical,Yes,Split Class,6.99,7.52,2027-01-04
2562,Ride Sharing App,JavaScript,Module_246,1058,Spaghetti Code,Medium,Yes,Move Method,2.6,14.57,2027-01-05
2563,Healthcare Platform,Java,Module_57,3856,Spaghetti Code,Low,Yes,Move Method,4.49,6.95,2027-01-06
2564,Banking System,C#,Module_127,77,Large Class,Critical,No,Replace Magic Number,2.51,9.57,2027-01-07
2565,Healthcare Platform,JavaScript,Module_212,1516,Large Class,Medium,Yes,Move Method,2.64,8.45,2027-01-08
2566,Inventory Management,C#,Module_193,1530,God Class,Medium,No,Extract Method,5.17,0.19,2027-01-09
2567,E-Commerce App,JavaScript,Module_9,1905,Magic Numbers,Medium,Yes,Split Class,5.97,9.02,2027-01-10
2568,E-Commerce App,JavaScript,Module_253,319,Long Method,Critical,No,Move Method,8.01,4.72,2027-01-11
2569,Banking System,C++,Module_41,1299,Spaghetti Code,High,No,Extract Method,7.24,0.49,2027-01-12
2570,Learning Management System,C++,Module_14,4169,Spaghetti Code,Medium,No,Extract Method,4.28,9.24,2027-01-13
2571,Ride Sharing App,C#,Module_215,1139,Magic Numbers,High,Yes,Inline Method,4.77,12.2,2027-01-14
2572,Ride Sharing App,C#,Module_225,4056,Feature Envy,Critical,Yes,Remove Dead Code,3.86,5.6,2027-01-15
2573,Learning Management System,Java,Module_84,1768,Dead Code,Medium,Yes,Move Method,8.51,7.85,2027-01-16
2574,Learning Management System,C++,Module_105,772,Large Class,Medium,Yes,Rename Variable,6.17,2.16,2027-01-17
2575,Social Media App,C++,Module_228,4072,Large Class,High,Yes,Replace Magic Number,7.01,6.54,2027-01-18
2576,E-Commerce App,JavaScript,Module_172,3887,Duplicate Code,High,No,Remove Dead Code,5.12,2.19,2027-01-19
2577,E-Commerce App,Python,Module_122,2799,God Class,Critical,Yes,Extract Method,4.27,0.51,2027-01-20
2578,Learning Management System,Java,Module_112,757,Duplicate Code,Critical,Yes,Remove Dead Code,5.38,2.03,2027-01-21
2579,E-Commerce App,JavaScript,Module_127,1328,Long Method,Critical,Yes,Replace Magic Number,3.69,2.6,2027-01-22
2580,Ride Sharing App,Go,Module_218,1572,Spaghetti Code,High,No,Inline Method,5.57,7.25,2027-01-23
2581,Ride Sharing App,Go,Module_50,3308,Large Class,Medium,No,Extract Method,7.3,8.92,2027-01-24
2582,Learning Management System,Java,Module_56,3255,God Class,Medium,Yes,Extract Method,9.62,10.26,2027-01-25
2583,Inventory Management,JavaScript,Module_68,1594,Feature Envy,Medium,Yes,Move Method,7.82,1.48,2027-01-26
2584,Banking System,Go,Module_267,1620,Feature Envy,Critical,Yes,Extract Method,4.74,4.02,2027-01-27
2585,Inventory Management,Python,Module_137,975,Spaghetti Code,Critical,Yes,Split Class,1.79,5.53,2027-01-28
2586,E-Commerce App,Java,Module_124,4593,God Class,Medium,No,Rename Variable,8.33,1.28,2027-01-29
2587,Banking System,Python,Module_173,2298,God Class,Critical,No,Move Method,3.41,8.98,2027-01-30
2588,Healthcare Platform,Java,Module_178,3480,God Class,Critical,Yes,Rename Variable,4.44,13.75,2027-01-31
2589,Healthcare Platform,Python,Module_57,3858,Dead Code,High,Yes,Remove Dead Code,5.71,5.1,2027-02-01
2590,Banking System,C#,Module_28,4228,Duplicate Code,High,No,Move Method,5.64,3.71,2027-02-02
2591,Banking System,Python,Module_209,705,Duplicate Code,High,No,Replace Magic Number,5.38,13.17,2027-02-03
2592,Inventory Management,JavaScript,Module_149,4996,Feature Envy,Critical,No,Replace Magic Number,2.76,8.87,2027-02-04
2593,Ride Sharing App,Python,Module_84,3635,God Class,High,No,Split Class,7.38,1.6,2027-02-05
2594,E-Commerce App,C++,Module_298,556,Large Class,High,No,Replace Magic Number,7.13,4.61,2027-02-06
2595,Social Media App,Java,Module_35,3966,God Class,Medium,No,Extract Method,8.87,4.24,2027-02-07
2596,Inventory Management,C#,Module_102,4928,Feature Envy,Low,No,Replace Magic Number,8.1,5.08,2027-02-08
2597,Ride Sharing App,Java,Module_133,100,Duplicate Code,Critical,No,Extract Method,8.54,12.59,2027-02-09
2598,Inventory Management,Python,Module_62,2116,Dead Code,Critical,No,Move Method,5.4,10.58,2027-02-10
2599,E-Commerce App,Java,Module_288,3239,Spaghetti Code,Low,Yes,Split Class,2.62,7.97,2027-02-11
2600,Healthcare Platform,C++,Module_246,4096,Duplicate Code,Low,No,Extract Method,7.11,4.07,2027-02-12
2601,E-Commerce App,Java,Module_149,1351,Spaghetti Code,High,Yes,Replace Magic Number,8.34,14.39,2027-02-13
2602,Healthcare Platform,Python,Module_117,4596,Spaghetti Code,Critical,No,Replace Magic Number,7.29,4.31,2027-02-14
2603,Ride Sharing App,Go,Module_299,1263,Duplicate Code,High,No,Split Class,4.22,11.17,2027-02-15
2604,Banking System,C#,Module_294,4048,Duplicate Code,High,No,Rename Variable,8.92,10.86,2027-02-16
